building_id,meter,timestamp,primary_use,square_feet,year_built,air_temperature,cloud_coverage,dew_temperature,meter_reading
730,0,01-01-2016 00:00,Education,126045,1966,12.2,,10,22.575
731,0,01-01-2016 00:00,Education,29149,1919,12.8,,10.6,117.25
732,0,01-01-2016 00:00,Education,66187,1976,12.2,8,10.6,44.6
733,0,01-01-2016 00:00,Education,96929,1966,12.2,,10.6,66.9298
734,1,01-01-2016 00:00,Education,28191,1919,14.4,,11.1,3.1702
735,0,01-01-2016 00:00,Education,155807,2013,16.7,,10,69.75
736,1,01-01-2016 00:00,Education,94658,1976,18.9,,10,5.35
737,0,01-01-2016 00:00,Education,14790,1976,20.6,,11.7,5.8
738,0,01-01-2016 00:00,Education,95433,1966,21.7,8,12.2,445.751
739,1,01-01-2016 00:00,Education,137046,1966,21.7,,12.8,98.336
740,0,01-01-2016 00:00,Education,37975,1976,21.7,,12.8,158.25
741,0,01-01-2016 00:00,Education,14025,1966,21.7,,12.8,48.2
742,0,01-01-2016 00:00,Entertainment/public assembly,31829,1976,21.1,,12.8,77.2
743,0,01-01-2016 00:00,Entertainment/public assembly,12185,1976,19.4,,13.3,11.475
744,1,01-01-2016 00:00,Entertainment/public assembly,48642,1919,18.9,8,13.9,75.2022
745,0,01-01-2016 00:00,Education,13512,,17.8,,14.4,1.5
746,0,01-01-2016 00:00,Office,17879,,17.2,,14.4,334.08
747,0,01-01-2016 00:00,Education,30531,,17.8,,14.4,354.413
748,0,01-01-2016 00:00,Office,32766,,17.8,,13.9,146.1
749,0,01-01-2016 00:00,Lodging/residential,35936,,16.7,,14.4,6
750,0,01-01-2016 00:00,Education,35990,,17.2,8,14.4,74
751,0,01-01-2016 00:00,Office,37485,,17.2,,15,45.5725
752,0,01-01-2016 00:00,Public services,38671,,17.2,,15,77
753,0,01-01-2016 00:00,Education,39558,,16.7,,15,57.75
754,1,01-01-2016 00:00,Office,41337,,16.7,,14.4,9.75
755,0,01-01-2016 00:00,Office,42129,,16.7,,14.4,237.85
756,1,01-01-2016 00:00,Lodging/residential,44352,,16.7,8,15,9.6108
757,0,01-01-2016 00:00,Education,46813,,16.7,,15,11.9475
758,0,01-01-2016 00:00,Lodging/residential,47007,,20,2,15.6,53.0325
759,0,01-01-2016 00:00,Lodging/residential,48519,,22.2,2,16.1,51.5
760,1,01-01-2016 00:00,Office,49990,,24.4,2,16.1,496.873
761,0,01-01-2016 00:00,Entertainment/public assembly,52534,,25.6,4,15.6,9
762,1,01-01-2016 00:00,Education,53651,,25.6,4,15.6,439.75
763,0,01-01-2016 00:00,Office,54597,,26.7,,16.1,74.4188
764,1,01-01-2016 00:00,Education,58307,,26.7,,16.1,107.5
765,0,01-01-2016 00:00,Entertainment/public assembly,58562,,27.2,,16.7,706.053
766,1,01-01-2016 00:00,Office,64818,,27.2,4,16.7,23.125
767,0,01-01-2016 00:00,Office,70042,,25,,16.7,488.551
768,0,01-01-2016 00:00,Education,75929,,23.3,6,17.2,83.6
769,0,01-01-2016 00:00,Education,77263,,22.2,,17.2,174.064
770,0,01-01-2016 00:00,Education,80325,,21.1,4,17.8,1038.62
771,0,01-01-2016 00:00,Lodging/residential,82911,,20.6,,17.8,149.5
772,1,01-01-2016 00:00,Lodging/residential,87661,,20,2,17.8,15.25
773,0,01-01-2016 00:00,Lodging/residential,93313,,18.9,2,17.8,65.2125
774,0,01-01-2016 00:00,Lodging/residential,93500,,19.4,2,18.3,58.252
775,0,01-01-2016 00:00,Office,104355,,18.3,2,17.8,81.25
776,0,01-01-2016 00:00,Office,104667,,17.8,0,17.2,98.25
777,0,01-01-2016 00:00,Lodging/residential,105791,,17.8,,17.2,18
778,0,01-01-2016 00:00,Entertainment/public assembly,108339,,17.8,,17.2,9.55
779,0,01-01-2016 00:00,Lodging/residential,113000,,18.3,9,17.8,38
780,0,01-01-2016 00:00,Education,120836,,17.8,9,17.2,4.6525
781,0,01-01-2016 00:00,Lodging/residential,128044,,17.2,,17.2,48
782,1,01-01-2016 00:00,Education,129344,,18.3,9,17.8,27.432
783,0,01-01-2016 00:00,Entertainment/public assembly,143110,,19.4,,19.4,0.1625
784,0,01-01-2016 00:00,Education,190817,,22.2,2,19.4,3.4275
785,1,01-01-2016 00:00,Education,250000,,25,4,19.4,0.1025
786,0,01-01-2016 00:00,Education,257000,,26.1,4,18.9,0.1
787,0,01-01-2016 00:00,Lodging/residential,278795,,28.3,,18.9,1.7975
788,0,01-01-2016 00:00,Public services,401753,,26.7,,18.9,4
789,0,01-01-2016 00:00,Education,64583,1923,27.2,,19.4,148.5
790,1,01-01-2016 00:00,Education,86111,1911,25.6,4,18.9,358.439
791,0,01-01-2016 00:00,Education,150695,,23.9,4,18.9,7.75
792,1,01-01-2016 00:00,Education,333681,1938,22.8,2,19.4,61.6248
793,0,01-01-2016 00:00,Education,150695,1964,22.2,,20,178.786
794,1,01-01-2016 00:00,Education,731945,1969,22.2,,20,1384.43
795,0,01-01-2016 00:00,Education,387500,1960,21.1,2,19.4,30
796,0,01-01-2016 00:00,Education,226042,1965,21.1,0,19.4,838.8
797,0,01-01-2016 00:00,Education,764237,1979,21.1,,19.4,364.95
798,0,01-01-2016 00:00,Education,409028,1970,21.1,2,19.4,34
799,0,01-01-2016 00:00,Education,527431,1976,20.6,,19.4,46.892
800,0,01-01-2016 00:00,Education,64583,1955,20.6,4,19.4,73.0335
801,0,01-01-2016 00:00,Education,484376,1952,20,,19.4,563.787
802,0,01-01-2016 00:00,Education,290625,1995,20,,19.4,50.1538
803,0,01-01-2016 00:00,Education,182986,1962,20,,19.4,64.9175
804,0,01-01-2016 00:00,Office,175618,,20.6,6,20,17.6
805,0,01-01-2016 00:00,Entertainment/public assembly,3200,,21.1,,20,10.6
806,0,01-01-2016 00:00,Other,28693,,22.2,4,20.6,2.4
807,0,01-01-2016 00:00,Entertainment/public assembly,3000,,24.4,,20,4.2
808,1,01-01-2016 00:00,Other,9357,,26.1,,20,1.51
809,0,01-01-2016 00:00,Entertainment/public assembly,520,,27.2,,19.4,0.938
810,1,01-01-2016 00:00,Entertainment/public assembly,3729,,27.2,6,19.4,1.6
811,0,01-01-2016 00:00,Public services,4848,,27.2,,18.3,13.8
812,1,01-01-2016 00:00,Entertainment/public assembly,9894,,27.8,,18.3,12.7
813,0,01-01-2016 00:00,Public services,5630,,28.3,,18.3,1.08
814,1,01-01-2016 00:00,Public services,4371,,27.2,,18.9,1.4
815,0,01-01-2016 00:00,Entertainment/public assembly,666,,25.6,,18.9,0
816,0,01-01-2016 00:00,Entertainment/public assembly,356,,23.9,6,18.3,13.6
817,0,01-01-2016 00:00,Entertainment/public assembly,984,,23.3,,18.3,3.5
818,0,01-01-2016 00:00,Public services,3648,,22.8,,18.3,8
819,0,01-01-2016 00:00,Public services,6351,,22.2,4,18.3,1.5
820,0,01-01-2016 00:00,Entertainment/public assembly,648,,21.1,4,18.9,3.952
821,0,01-01-2016 00:00,Other,2555,,20.6,4,18.9,5.38
822,0,01-01-2016 00:00,Entertainment/public assembly,366,,20.6,6,18.9,24.4
823,0,01-01-2016 00:00,Public services,35253,,21.1,,19.4,31.9
824,0,01-01-2016 00:00,Public services,7820,,20.6,,18.9,41.7
825,0,01-01-2016 00:00,Public services,3592,,20.6,,18.9,1.1
826,0,01-01-2016 00:00,Public services,19446,,20,2,18.9,9.9
827,1,01-01-2016 00:00,Office,5839,,20,0,18.3,7.7
828,0,01-01-2016 00:00,Other,102994,,19.4,6,18.3,0.9
829,0,01-01-2016 00:00,Warehouse/storage,15879,,20.6,,18.9,0
830,0,01-01-2016 00:00,Warehouse/storage,15120,,22.2,,19.4,33.6
831,0,01-01-2016 00:00,Entertainment/public assembly,4065,,23.3,,19.4,0.7
832,0,01-01-2016 00:00,Public services,26507,,25.6,,19.4,43.8
833,0,01-01-2016 00:00,Public services,6392,,25.6,,19.4,127.1
834,0,01-01-2016 00:00,Public services,4934,,26.1,6,19.4,0
835,1,01-01-2016 00:00,Entertainment/public assembly,17220,,26.7,,19.4,5.8
836,0,01-01-2016 00:00,Public services,8168,,26.7,,19.4,3.5
837,0,01-01-2016 00:00,Public services,33246,,25.6,,20,3.98
838,0,01-01-2016 00:00,Public services,18414,,26.1,,20,2.5
839,0,01-01-2016 00:00,Office,14150,,25.6,,20,0.9
840,0,01-01-2016 00:00,Other,41861,,24.4,8,19.4,1.8
841,1,01-01-2016 00:00,Office,5680,,21.1,,18.9,30.3
842,0,01-01-2016 00:00,Public services,7292,,17.2,,16.7,2.2
843,0,01-01-2016 00:00,Entertainment/public assembly,5380,,16.1,,15,24.7
844,0,01-01-2016 00:00,Entertainment/public assembly,6944,,15,,13.3,3.1
845,0,01-01-2016 00:00,Entertainment/public assembly,860,,13.3,,11.1,2.265
846,0,01-01-2016 00:00,Entertainment/public assembly,481,,12.2,8,8.3,1.3
847,1,01-01-2016 00:00,Entertainment/public assembly,9303,,12.2,,6.7,9.4
848,0,01-01-2016 00:00,Office,8552,,11.7,,6.1,0.7
849,0,01-01-2016 00:00,Public services,6448,,11.1,,4.4,10
850,0,01-01-2016 00:00,Public services,28590,,10,,2.8,4.5
851,0,01-01-2016 00:00,Public services,16682,,8.9,,1.1,2.5
852,0,01-01-2016 00:00,Public services,10800,,7.8,2,0,1.9
853,0,01-01-2016 00:00,Entertainment/public assembly,26495,,7.8,2,0,3.1
854,0,01-01-2016 00:00,Entertainment/public assembly,92288,,8.9,2,-1.1,1.542
855,0,01-01-2016 00:00,Office,48300,,10,2,-1.7,9.38
856,0,01-01-2016 00:00,Entertainment/public assembly,2956,,11.7,2,-2.8,10.1
857,0,01-01-2016 00:00,Entertainment/public assembly,4000,,12.8,0,-2.8,2.9
858,0,01-01-2016 00:00,Other,1566,,14.4,0,-3.3,0.6
859,0,01-01-2016 00:00,Public services,4000,,15.6,0,-2.8,3.135
860,0,01-01-2016 00:00,Other,12259,,15.6,0,-1.7,0.8
861,0,01-01-2016 00:00,Other,4276,,15.6,0,-1.1,1.764
862,0,01-01-2016 00:00,Other,27640,,13.9,2,1.7,0.8
863,1,01-01-2016 00:00,Public services,19823,,12.8,2,4.4,2.2
864,0,01-01-2016 00:00,Public services,16584,,11.7,0,5.6,2.8
865,1,01-01-2016 00:00,Public services,10174,,11.1,0,6.1,1.9
866,0,01-01-2016 00:00,Public services,10174,,10.6,2,5.6,1.4
867,0,01-01-2016 00:00,Public services,65913,,10,2,5.6,3
868,1,01-01-2016 00:00,Public services,60000,,10,2,5.6,1.343
869,0,01-01-2016 00:00,Entertainment/public assembly,875000,,9.4,0,5.6,18.2
870,0,01-01-2016 00:00,Entertainment/public assembly,755,,8.9,2,6.1,1.3
871,0,01-01-2016 00:00,Entertainment/public assembly,1536,,9.4,2,6.1,49.1
872,0,01-01-2016 00:00,Public services,3627,,9.4,2,6.1,5.8
873,1,01-01-2016 00:00,Office,40142,,8.9,2,6.7,1.7
874,0,01-01-2016 00:00,Office,181805,,9.4,4,6.7,15.1
875,0,01-01-2016 00:00,Lodging/residential,177708,,10,,7.2,16.9
876,0,01-01-2016 00:00,Education,55240,,10,4,7.2,2.5
877,0,01-01-2016 00:00,Office,8004,,10.6,4,8.3,2.6
878,0,01-01-2016 00:00,Lodging/residential,41241,,13.9,4,9.4,10.2
879,0,01-01-2016 00:00,Education,110235,,16.7,,10.6,1.8
880,0,01-01-2016 00:00,Education,157723,,19.4,,11.1,14.6
881,0,01-01-2016 00:00,Entertainment/public assembly,344798,,18.3,,11.7,7
882,0,01-01-2016 00:00,Education,39143,,17.8,8,12.8,1.8
883,1,01-01-2016 00:00,Education,399331,,16.7,,14.4,31.5
884,0,01-01-2016 00:00,Education,38598,,17.2,,15,14.9
885,1,01-01-2016 00:00,Lodging/residential,40697,,16.7,,14.4,0.8
886,0,01-01-2016 00:00,Education,69799,,16.1,,14.4,6.9
887,0,01-01-2016 00:00,Lodging/residential,69754,,15.6,,14.4,11.3
888,0,01-01-2016 00:00,Entertainment/public assembly,137522,,15.6,8,14.4,0.0002
889,1,01-01-2016 00:00,Education,126077,,15,,13.9,1.2
890,0,01-01-2016 00:00,Education,202937,,12.8,,11.7,3.7
891,1,01-01-2016 00:00,Education,50846,,11.1,,10,10.2
892,0,01-01-2016 00:00,Services,481999,,10.6,,9.4,7.8
893,1,01-01-2016 00:00,Education,47191,,10,,8.9,7.1667
894,0,01-01-2016 00:00,Education,101555,,9.4,8,8.9,0
895,1,01-01-2016 00:00,Education,55087,,8.9,,7.8,64.25
896,0,01-01-2016 00:00,Education,245637,,8.3,,7.2,23.1
897,0,01-01-2016 00:00,Education,37775,,7.8,,6.1,0
898,0,01-01-2016 00:00,Public services,64749,,7.2,,5.6,120.786
899,0,01-01-2016 00:00,Education,225014,,7.2,,5,24.6333
900,0,01-01-2016 00:00,Education,111623,,7.2,8,5.6,32.3333
901,1,01-01-2016 00:00,Education,107730,,7.8,,5.6,179.45
902,0,01-01-2016 00:00,Education,14561,,7.8,,5.6,4678.14
903,0,01-01-2016 00:00,Education,275793,,7.8,,5.6,0
904,0,01-01-2016 00:00,Education,29961,,7.8,,3.9,26.6689
905,0,01-01-2016 00:00,Lodging/residential,39648,,10,,3.9,0
906,0,01-01-2016 00:00,Lodging/residential,39649,,12.2,2,2.8,324.226
907,0,01-01-2016 00:00,Entertainment/public assembly,44564,,14.4,2,1.1,0
908,0,01-01-2016 00:00,Education,91254,,15,2,-0.6,19.3167
909,0,01-01-2016 00:00,Entertainment/public assembly,66121,,15,2,-1.7,20.5833
910,0,01-01-2016 00:00,Office,60096,,13.9,0,-2.2,918.984
911,1,01-01-2016 00:00,Education,239638,,12.8,0,-2.8,37.2833
912,0,01-01-2016 00:00,Education,52559,,11.1,0,-1.7,256.166
913,0,01-01-2016 00:00,Entertainment/public assembly,503634,,10,0,-0.6,15
914,1,01-01-2016 00:00,Education,229973,,10,0,0.6,196.852
915,0,01-01-2016 00:00,Education,205141,,8.9,0,1.7,69.6167
916,0,01-01-2016 00:00,Education,51778,,8.3,0,2.2,1.5108
917,0,01-01-2016 00:00,Education,237702,,7.8,0,2.2,111.717
918,0,01-01-2016 00:00,Education,60621,,6.7,0,2.2,0
919,1,01-01-2016 00:00,Education,31233,,6.1,0,2.2,21.4333
920,0,01-01-2016 00:00,Education,85623,,3.9,0,1.7,2814.6
921,1,01-01-2016 00:00,Entertainment/public assembly,262162,,3.9,0,1.7,138.733
922,0,01-01-2016 00:00,Education,147205,,3.9,0,2.2,0
923,1,01-01-2016 00:00,Education,24992,,3.9,,2.2,902.802
924,0,01-01-2016 00:00,Entertainment/public assembly,252268,,4.4,6,2.8,46.2
925,0,01-01-2016 00:00,Education,54405,,5,4,3.3,0
926,0,01-01-2016 00:00,Education,26033,,8.9,4,3.9,201.083
927,0,01-01-2016 00:00,Lodging/residential,745671,,12.2,4,4.4,631.129
928,0,01-01-2016 00:00,Education,179115,,15,4,0.6,481.05
929,0,01-01-2016 00:00,Education,199628,,15.6,,2.2,66.6833
930,0,01-01-2016 00:00,Office,20917,,17.2,6,4.4,191.928
931,0,01-01-2016 00:00,Education,216050,,17.8,,4.4,29.4
932,0,01-01-2016 00:00,Lodging/residential,233937,,17.8,,5,317.322
933,0,01-01-2016 00:00,Office,8525,,18.9,,5.6,58.8333
934,0,01-01-2016 00:00,Entertainment/public assembly,170607,,17.8,,5.6,0
935,0,01-01-2016 00:00,Office,16135,,17.2,,6.1,273.666
936,0,01-01-2016 00:00,Lodging/residential,11350,,16.1,6,5,0
937,1,01-01-2016 00:00,Lodging/residential,10346,,15,,6.1,48.6667
938,0,01-01-2016 00:00,Lodging/residential,11227,,15,,7.8,63.4667
939,1,01-01-2016 00:00,Lodging/residential,8051,,14.4,2,8.9,0
940,0,01-01-2016 00:00,Lodging/residential,8079,,15,,10,0
941,1,01-01-2016 00:00,Lodging/residential,8079,,14.4,,8.3,132.617
942,0,01-01-2016 00:00,Lodging/residential,57334,,13.9,8,5,48.5667
943,1,01-01-2016 00:00,Entertainment/public assembly,5682,,13.9,,2.8,0
944,0,01-01-2016 00:00,Services,389641,,12.8,,0.6,127.717
945,0,01-01-2016 00:00,Office,332447,,12.2,,-1.7,0
946,0,01-01-2016 00:00,Education,177216,,11.1,,-2.8,171.633
947,0,01-01-2016 00:00,Education,91629,,11.1,,-3.3,73.0778
948,0,01-01-2016 00:00,Entertainment/public assembly,20372,,10,6,-2.2,630.5
949,0,01-01-2016 00:00,Lodging/residential,86786,,9.4,,-3.9,0
950,0,01-01-2016 00:00,Entertainment/public assembly,16052,,10.6,4,-4.4,110.317
951,0,01-01-2016 00:00,Office,103924,,11.1,2,-3.3,474.05
952,0,01-01-2016 00:00,Education,218024,,11.7,,-2.2,464.917
953,0,01-01-2016 00:00,Entertainment/public assembly,563782,,12.8,,-1.1,4012.26
954,0,01-01-2016 00:00,Education,305224,,14.4,6,0.6,838.544
955,0,01-01-2016 00:00,Education,198488,,15,,1.7,154.05
956,1,01-01-2016 00:00,Office,86167,,13.9,,2.2,0
957,0,01-01-2016 00:00,Education,111195,,15,,2.8,917.035
958,0,01-01-2016 00:00,Entertainment/public assembly,234819,,15,,3.3,236.783
959,0,01-01-2016 00:00,Education,128536,,14.4,,2.2,61.8
960,0,01-01-2016 00:00,Education,56137,,13.9,4,2.8,454.63
961,0,01-01-2016 00:00,Education,155882,,12.8,4,3.3,109.5
962,0,01-01-2016 00:00,Public services,492898,,12.2,,4.4,803.57
963,0,01-01-2016 00:00,Lodging/residential,44784,,11.7,,3.9,919.3
964,1,01-01-2016 00:00,Education,130577,,11.1,,3.3,340.18
965,0,01-01-2016 00:00,Lodging/residential,45086,,10.6,,2.2,1500.8
966,0,01-01-2016 00:00,Education,393530,,10,6,0,381.05
967,0,01-01-2016 00:00,Entertainment/public assembly,119262,,8.9,,-1.7,3363.72
968,0,01-01-2016 00:00,Education,153999,,7.8,,-2.8,898.31
969,0,01-01-2016 00:00,Education,193723,,7.8,,-1.7,0
970,1,01-01-2016 00:00,Services,346056,,8.3,,-3.9,751.51
971,0,01-01-2016 00:00,Lodging/residential,301307,,6.1,,-3.3,2994.05
972,0,01-01-2016 00:00,Education,282152,,5,4,-5,0
973,0,01-01-2016 00:00,Office,193960,,6.1,4,-5,4116.9
974,0,01-01-2016 00:00,Education,186572,,8.9,4,-6.1,2179.16
975,0,01-01-2016 00:00,Entertainment/public assembly,426472,,10.6,2,-5.6,0
976,1,01-01-2016 00:00,Education,59498,,11.7,2,-5,2637.8
977,0,01-01-2016 00:00,Office,8837,,12.8,2,-4.4,597.8
978,0,01-01-2016 00:00,Education,258491,,14.4,2,-2.2,12.25
979,0,01-01-2016 00:00,Entertainment/public assembly,52357,,15,2,-0.6,40.17
980,0,01-01-2016 00:00,Entertainment/public assembly,34819,,15.6,4,-1.7,1967.7
981,0,01-01-2016 00:00,Education,167055,,14.4,2,-3.9,0
982,0,01-01-2016 00:00,Services,373416,,13.3,2,-7.8,2075.66
983,0,01-01-2016 00:00,Entertainment/public assembly,122122,,11.1,2,-6.1,1031.89
984,0,01-01-2016 00:00,Services,214252,,9.4,0,-5.6,57.58
985,0,01-01-2016 00:00,Office,34758,,8.9,0,-2.8,1746.52
986,0,01-01-2016 00:00,Office,34072,,7.8,0,-1.1,0
987,0,01-01-2016 00:00,Education,166395,,7.2,0,-0.6,0
988,0,01-01-2016 00:00,Office,24463,,6.7,0,-0.6,1562.77
989,0,01-01-2016 00:00,Education,168696,,6.1,0,0,113.96
990,0,01-01-2016 00:00,Office,82939,,4.4,0,0,0
991,0,01-01-2016 00:00,Education,57811,,2.8,0,0,582.7
992,1,01-01-2016 00:00,Office,51483,,3.3,0,0.6,3987.86
993,0,01-01-2016 00:00,Education,428647,,3.9,0,0.6,165.37
994,1,01-01-2016 00:00,Education,108392,,4.4,0,0.6,2432.45
995,0,01-01-2016 00:00,Education,46230,,4.4,0,1.1,0
996,0,01-01-2016 00:00,Education,77632,,3.3,2,0.6,362.98
997,1,01-01-2016 00:00,Office,38173,,6.1,0,0.6,1491.22
998,0,01-01-2016 00:00,Education,173479,,9.4,0,-1.1,4791.84
